Employee ID,First Name,Last Name,Age,Gender,DOB,Date Joined,Date Resigned,Department,Salary,Performance level
860,Gerald,Hall,18,Woman,1924-01-03,2023-10-06,2023-12-08,Engineering,187403,1
861, Emily,Sullivan,66,Girl,04 Dec 2007,2021-10-05,2024-05-15,Sales,120465,5
862,,Scott Beasley,37,Male,,2021-01-26,2022-10-20,I,59074,Exceeds
863,edward ,West,32,Decline to comment,15 Oct 1984,2024-08-13,2026-12-14,Sales,171948,Outstanding
864,Carol,Becker,52,Girl,04 Mar 2012,2021-08-16,2023-06-29,HR,69929,2
865,Kyle Joseph,,65,Man,11 Jun 1933,2022-01-26,2023-09-12,HR,122203,Needs Improvement
866,Elizabeth,Sherman,,Female,1971-07-09,2023-09-02,2027-02-08,IT,8319,Outstanding
867,Stacy,Hancock,,Male,21 Apr 2014,2021-07-24,2023-05-18,Engineering,169379,Outstanding
868,Mary, guzman,37,Man,,2023-09-05,2026-07-24,H,140764,4
869,Nicole, castillo,62,F,2003-12-19,2024-07-12,2027-08-01,Customer Service,69028,3
870, Sheryl,Mason,55,Girl,,2024-04-13,2025-09-23,HR,192889,5
871, Christopher,Hicks,22,Girl,1989-08-21,2021-08-18,2022-02-01,H,165577,2
872,Debra Debbie,,21,Decline to comment,1946-10-08,2020-09-17,2023-08-20,IT,161844,5
873,Larry,Tate,29,Male,17 Dec 1945,2022-08-18,2022-12-05,Operations,109126,Exceeds
874,Michael,Murphy,,Girl,2006-07-03,2020-02-08,2023-09-10,Operations,145551,Needs Improvement
875,Danny,valdez ,43,Man,2005-09-09,2023-06-15,2024-11-23,Customer Servic,57001,3
876,John,Gonzales,47,Girl,2017-04-19,2022-07-07,2023-02-15,Sales,40986,Meets
877,Barbara,Payne,27,N/A,21 Jan 1914,2020-03-27,2023-12-03,marketinging,150545,5
878,Thomas,Lopez,32,N/A,28 Aug 1976,2020-08-04,2020-09-28,Engineering,108652,Exceeds
879,Natalie,Obrien,24,Female,,2024-01-06,2027-04-02,Marketing,115419,4
880,Thomas,Meyer,52,Decline to comment,28 Jan 1992,2023-08-04,2025-02-08,Marketing,128684,1
881,Jamie,Smith,51,F,22 Apr 1974,2021-05-05,2021-09-07,Engineering,45403,Outstanding
882,Daniel,Hunter,47,M,2002-08-04,2021-05-05,2021-09-18,Marketing,92762,5
883,Nathan,Davis,58,Boy,06 Apr 1972,2023-02-19,2025-08-18,HR,93551,4
884,danielle ,Boyer,53,F,28 Oct 1935,2024-06-30,2024-11-26,engineeringing,174210,Needs Improvement
885,Jennifer,Thomas,37,Male,2017-10-27,2023-04-29,2026-10-15,Marketing,76087,Meets
886,Ian,Murphy,28,Girl,1958-11-16,2022-10-27,2024-09-30,HR,176046,Exceeds
887,Danielle,Sweeney,65,Woman,20 Jul 2016,2020-01-25,2021-01-29,Finance,10090,5
888,Melissa,Miller,30,Woman,,2020-08-27,2020-12-21,Customer Service,179236,Below
889,Robert,Long,51,Female,12 Oct 1969,2023-06-21,2027-01-21,Customer Service,105986,Meets
890, Charles,Bond,21,Girl,25 May 1986,2023-09-29,2025-02-04,Operations,33033,5
891,brooke ,Kim,69,Girl,1999-10-24,2020-03-04,2023-07-20,HR,145472,Meets
892, Reginald,Hill,36,F,17 Feb 1914,2024-03-03,2026-04-01,Customer Service,82486,5
893,Ray,Soto,24,Boy,1962-08-04,2024-03-09,2025-05-25,Operations,196222,Needs Improvement
894,Sandra,Aguilar,31,Man,2011-02-05,2022-01-21,2023-11-13,Customer Servic,68537,2
895,Tonya, combs,42,Boy,02 May 1913,2021-05-27,2021-10-02,Finance,134830,Needs Improvement
896,Brianna,Owen,,F,01 Mar 1914,2023-10-27,2026-05-01,H,183812,Below
897,Charles,Hayden,62,Female,29 Sep 1941,2023-10-17,2027-09-15,Sales,191631,2
898,Eric,Johnson,43,Man,1963-12-05,2022-12-01,2025-04-08,engineeringing,188894,Meets
899,Zachary,Guzman,55,Girl,2011-12-14,2022-12-09,2023-12-07,HR,90802,2
900,Kimberly,Martin,33,Woman,1979-05-06,2024-12-22,2025-06-30,Sales,122140,4
901,Monica, watkins,61,N/A,1939-12-12,2022-02-08,2024-10-21,marketinging,63769,Needs Improvement
902,Michelle, cain,67,N/A,1917-09-22,2020-04-16,2021-02-17,Finance,114256,Outstanding
903,Spencer,Miller,49,Boy,23 Jan 1981,2022-04-29,2024-05-27,Operations,8367,Exceeds
904,Joseph,Evans,39,Male,,2024-05-15,2027-06-23,Customer Service,124520,Needs Improvement
905,Robert,Kim,51,Man,1999-11-13,2023-02-19,2025-04-24,Operations,156278,2
906,Russell,Gardner,31,M,1930-02-18,2020-07-22,2022-07-27,Finance,83969,3
907,duane ,Cameron,20,M,20 Jul 2016,2021-03-14,2021-11-27,IT,192164,2
908,Julie,Mitchell,24,Boy,13 Sep 1923,2021-11-21,2022-09-22,IT,147923,2
909,kyle ,Lawson,23,Man,,2023-12-09,2024-02-06,IT,164942,Meets
910,James,Clark,64,Male,1953-09-18,2024-12-25,2026-09-01,Sales,123998,Below
911,Tiffany,Walton,47,Girl,1982-05-21,2021-10-11,2023-05-06,Sales,43827,Exceeds
912,Taylor, young,34,Boy,05 Apr 2008,2021-01-15,2023-10-21,marketinging,160713,3
913,Tom, cox,25,N/A,30 Apr 1998,2020-04-08,2023-10-01,HR,159765,Meets
914,Richard,Baker,33,Girl,11 Sep 2017,2020-01-29,2021-02-08,Marketing,95950,Meets
915,brenda ,Burke,57,F,,2024-09-18,2027-11-15,H,68245,2
916,nicholas ,Williamson,43,N/A,1971-11-09,2024-01-06,2024-10-15,Marketing,95805,Exceeds
917,Craig,johnson ,61,M,1925-10-25,2023-01-01,2026-04-11,Customer Service,14545,3
918,Devin,smith ,66,Woman,1988-08-11,2024-07-29,2027-03-18,HR,104415,Below
919, Michael,Brooks,70,Boy,,2020-03-11,2023-08-12,Customer Service,170047,4
920,Noah,Ward,31,Man,1935-10-27,2022-06-04,2026-02-24,Engineering,155888,3
921,Elizabeth,Diaz,70,Boy,1909-06-13,2023-02-20,2023-07-02,IT,118632,3
922,Marcus,Young,,M,14 Dec 2000,2022-08-30,2023-03-19,Finance,9066,Needs Improvement
923,Ricky,Espinoza,39,Girl,2002-11-08,2022-05-31,2025-08-13,HR,8915,Below
924,Marilyn,Pittman,21,M,1911-12-20,2020-07-05,2021-06-01,Engineering,172493,3
925,Rachel, wallace,18,Decline to comment,13 Feb 1956,2021-08-23,2023-12-10,Customer Service,48562,Below
926,Manuel,Winters,40,Man,07 Nov 1986,2021-12-21,2025-03-08,Marketing,96953,4
927,Kelsey, stephenson,40,Girl,1964-03-03,2020-03-26,2020-12-06,Finance,78024,3
928,Rebecca,Stevens,34,F,15 May 1997,2021-05-01,2021-10-13,HR,96634,Below
929,Joy,Myers,66,Man,02 Dec 1983,2023-03-30,2024-12-10,HR,40405,Outstanding
930, Hannah, lopez,68,F,23 Feb 1942,2024-09-18,2025-01-27,Finance,134510,3
931,Christian,Short,64,Male,1915-01-20,2023-11-20,2024-05-07,Sales,175052,4
932,Christopher,Davidson,,Girl,2018-10-26,2023-07-07,2023-09-01,Finance,99446,Outstanding
933,Stephen,Lewis,62,Male,13 Feb 1943,2024-08-14,2027-11-02,HR,192511,Needs Improvement
934,Robert,Brown,,Boy,10 Oct 1967,2023-05-01,2025-09-03,Customer Service,133211,Exceeds
935,Anthony,Doyle,30,Woman,1948-07-13,2024-09-22,2027-04-29,Customer Service,147658,5
936,Nathan,Duncan,70,Decline to comment,21 Jul 1911,2023-01-13,2024-03-16,HR,166079,3
937,Michael Daniel,,36,Boy,07 Jun 1912,2022-04-18,2025-09-04,Sale,12607,2
938, Leah,Miller,64,Man,14 Mar 1987,2020-12-29,2023-08-03,HR,121412,Below
939,James,Grant,70,Girl,1918-04-14,2024-10-30,2027-02-14,Marketing,15840,3
940,Bernard,Hart,38,M,1991-07-12,2021-09-07,2022-03-03,IT,93304,Exceeds
941,Hannah, ayala,,Man,1954-01-03,2024-08-02,2026-02-28,Engineering,152808,4
942,Samuel,kane ,37,M,1970-04-29,2024-11-04,2028-01-13,Finance,136842,5
943,julie ,Owens,40,Female,1968-12-28,2020-04-14,2023-12-21,Operations,120433,Below
944,Glenn,Lopez,57,Male,02 Jan 1938,2020-12-29,2024-05-05,Operations,116198,Below
945,James, caldwell,65,N/A,30 Jan 1971,2024-08-07,2025-12-14,Operations,60949,4
946,Angela,Williams,63,Girl,1979-06-01,2022-05-18,2023-03-02,HR,94784,5
947,Richard,Willis,52,Decline to comment,2020-09-25,2024-04-17,2026-06-11,Sales,109349,5
948,andrea ,Perry,69,Man,23 Jun 1922,2021-04-29,2025-01-07,Engineering,42454,1
949,Jessica,Perez,49,Man,1967-04-29,2021-10-12,2025-01-09,Marketing,180118,5
950,Megan,Watson,47,Female,1922-10-30,2023-02-07,2024-09-17,I,181646,Exceeds
951,Tracy,Zamora,,M,2002-07-20,2024-12-18,2026-02-03,Marketing,195041,Meets
952,James,Young,62,Female,1994-08-28,2023-11-21,2026-08-31,Sales,192546,2
953,Brian,Reeves,38,Female,14 Sep 1917,2022-08-12,2024-10-07,Operations,72971,Meets
954,denise ,Ray,39,Male,25 Oct 1988,2020-02-22,2020-12-20,Sales,97677,1
955,Heather,Harrell,32,N/A,07 Sep 2001,2024-12-13,2027-07-30,Sales,91527,5
956,Anthony,Vargas,,N/A,21 Sep 1938,2021-02-19,2022-03-26,Customer Service,69422,3
957,Mark,Jones,18,N/A,1910-10-01,2023-11-11,2027-07-05,engineeringing,53247,4
958,Kenneth,Gregory,,Male,1974-12-20,2022-06-06,2023-06-03,HR,13047,Meets
959,,Stanley Jackson,68,Man,1980-12-29,2024-04-17,2027-03-20,HR,100001,Meets
960,,Robertson Ramos,24,Male,1989-12-17,2021-06-09,2023-01-12,IT,182621,3
961,Deborah,Price,57,N/A,1973-01-26,2022-09-29,2026-07-17,IT,112564,1
962,Kathy,Fisher,69,Girl,05 Mar 2001,2021-10-15,2023-03-01,Finance,74638,Outstanding
963,Bethany,Edwards,35,N/A,13 Nov 1996,2022-12-22,2024-05-17,Sales,92191,1
964,Barbara, curry,40,Male,1919-02-18,2021-08-24,2023-09-17,Customer Service,85719,Exceeds
965,Zachary,Moore,61,F,15 Feb 2006,2021-01-10,2021-10-16,Marketing,123617,Meets
966,William,Caldwell,65,Man,1988-05-10,2024-12-01,2028-02-04,Engineering,131800,3
967,Susan,Wyatt,39,F,,2020-06-26,2022-11-27,Customer Servic,113330,Exceeds
968,Kelly,Rodriguez,51,Boy,2011-11-10,2021-09-14,2023-10-20,Finance,90407,Outstanding
969,Allison, ruiz,47,Woman,2022-12-18,2021-06-06,2023-06-05,HR,119627,2
970,Rebecca,Beard,39,Female,,2020-10-21,2020-12-14,Operations,11288,5
971,julia , lawson,22,Woman,,2022-09-08,2024-05-14,Customer Service,157222,Needs Improvement
972,jennifer ,Williams,18,Boy,19 Oct 1953,2024-10-12,2025-07-28,IT,156997,1
973,,Mendez Alvarez,53,Female,1935-04-04,2022-09-23,2024-08-24,marketinging,15858,1
974,connie , dixon,34,F,2022-04-14,2023-02-04,2025-07-18,Sales,56210,Outstanding
975,Frank,Chen,27,Woman,23 Jul 1915,2020-12-24,2024-01-24,IT,128220,Outstanding
976,Theresa,Cruz,20,F,1968-04-15,2020-03-22,2021-11-23,Sales,59811,Outstanding
977,Kathleen,Cooper,63,Female,21 Apr 1945,2021-09-29,2023-02-15,Engineering,91643,3
978,Michael Shannon,,27,Girl,11 Aug 1909,2023-08-22,2027-08-07,Sales,83161,Exceeds
979,Erica,Hobbs,19,Girl,2010-09-01,2020-07-09,2024-06-10,Operations,109432,Outstanding
980,Dominic,Owens,,Girl,27 Aug 1956,2022-10-15,2026-01-21,Sales,11156,Outstanding
981,Keith,Stephens,,Boy,18 Mar 1960,2023-04-18,2026-08-25,Marketing,192423,Needs Improvement
982,Kimberly,Mcdonald,44,Woman,15 Aug 1916,2021-03-31,2023-03-26,IT,71911,Below
983,Marisa,Sanders,53,Male,1941-04-20,2023-02-05,2024-02-23,Engineering,14649,5
984, Tiffany,Hanson,45,Boy,08 Jun 1984,2022-06-18,2023-02-12,I,48494,4
985,Max,campbell ,32,Man,30 Dec 1940,2020-02-13,2021-09-05,Customer Service,14565,5
986,Thomas,Mendez,55,F,1984-06-16,2022-12-23,2023-12-19,Sales,144853,Exceeds
987,Jennifer,Friedman,24,Male,22 Sep 1935,2022-06-12,2026-02-03,HR,40850,1
988,,Sullivan Morgan,27,Girl,1917-07-01,2020-01-21,2021-05-28,Sales,195930,Meets
989,Ethan,Pitts,48,Man,14 Dec 1948,2023-03-25,2023-11-10,HR,190247,5
990,Lisa,Lynch,31,Female,1946-11-09,2022-07-26,2023-01-01,Engineering,163636,Meets
991,Elizabeth Michael,,68,Decline to comment,31 Mar 2000,2022-08-17,2025-05-21,Engineering,157486,Needs Improvement
992,Henry,Berry,52,Female,1960-08-16,2024-11-07,2027-09-04,IT,42710,Needs Improvement
993,Alan,Dunn,45,F,10 Nov 2022,2023-05-24,2024-07-30,Sales,133615,Exceeds
994, Ralph,Perry,44,Male,1953-11-01,2024-11-10,2024-12-13,Customer Service,158779,1
995, Jim,Mendoza,30,Woman,1939-12-20,2023-05-25,2023-10-13,Financ,32691,1
996, Heather,Salazar,66,Boy,,2022-03-15,2024-04-24,IT,108230,Outstanding
997, Matthew,lowery ,48,N/A,24 Apr 1972,2024-12-04,2027-03-03,Finance,5777,3
998,Martin Danny,,63,Man,1951-05-21,2020-08-13,2023-09-28,IT,110772,Needs Improvement
999,Shelby,Mata,19,Man,1985-11-23,2020-08-05,2023-09-24,IT,164747,4
1000,Vincent,Lambert,48,Female,02 Apr 1950,2021-10-28,2022-12-24,HR,53803,4
